loss,lr,train_dice,val_dice
0.5433440022170544,0.0001708571247280615,0.8127243542843228,0.8909567951368719
0.3962501361966133,0.0001005,0.8668469352039718,0.8975364634612177
0.3716912530362606,3.014287527193853e-05,0.8737048839075762,0.912424238978406
0.3905532695353031,1e-06,0.86502902216157,0.9136378302191177
0.36037255357950926,3.014287527193852e-05,0.8786305674431139,0.9138258195380489
0.3458508737385273,0.00010050000000000002,0.8814317756904796,0.9166961052090423
0.35528993606567383,0.00017085712472806155,0.8787203555998244,0.9185295509200805
0.3569903885945678,0.0002000000000000001,0.8764167478353257,0.9211554687153071
0.34172308072447777,0.00017085712472806157,0.8846772581184643,0.9221753989334442
0.3001970099285245,0.00010050000000000007,0.8973660313365186,0.9238992345646858
0.33066937886178493,3.014287527193862e-05,0.8861933457578284,0.9250127529331746
0.31608006451278925,1e-06,0.8905469825185736,0.9279790680568891
0.3128319988027215,3.014287527193852e-05,0.8915549224629971,0.928887660664031
0.3243433041498065,0.0001004999999999998,0.8878498948341736,0.9283211012597553
0.335202107205987,0.0001708571247280611,0.884801287227357,0.9268748162792441
0.32942634262144566,0.00019999999999999968,0.8879505132854042,0.932044445317168
0.3337715659290552,0.0001708571247280612,0.8843555085654486,0.9294590664119308
0.33663920499384403,0.0001004999999999999,0.8820879510842582,0.9336800668291623
0.30121887661516666,3.0142875271938587e-05,0.8974503646941352,0.9345725696926889
0.3010756764560938,1e-06,0.8975348134384691,0.9343075623678527
0.2980894409120083,1.0095000000000033e-05,0.8998453347599459,0.9327273410209218
0.3002085015177727,1.018999999999998e-05,0.8985743196689492,0.9319490763564655
0.31361302360892296,1.028500000000001e-05,0.8905545593807148,0.9304685047152808
0.31800219509750605,1.0379999999999958e-05,0.8886380831672334,0.9320309297295769
0.30185194686055183,1.047499999999999e-05,0.8953272157302801,0.9346057880714417
0.31712586618959904,1.0570000000000022e-05,0.8893490891322031,0.9358821590649798
0.31314616836607456,1.066499999999997e-05,0.8907979286327145,0.9335523503071488
0.30774992145597935,1.0760000000000002e-05,0.8968275299943917,0.9364410163960613
0.3049725266173482,1.0855000000000034e-05,0.896969589326523,0.9371392155133418
0.32436835020780563,1.094999999999998e-05,0.8895809257828647,0.9373649246995241
0.29417249746620655,4.2824116139070415e-05,0.8997944304235347,0.932849219737905
0.3395889401435852,2.5500000000000003e-05,0.8833478353615909,0.9334334222599261
0.2954184738919139,8.175883860929588e-06,0.902920027057134,0.9359822623681613
0.2864303505048156,1e-06,0.9005088427052346,0.9399486897039813
0.29311311058700085,8.175883860929586e-06,0.8988539445257083,0.940754827801522
0.2822085013613105,2.550000000000001e-05,0.9033391970947154,0.9408788350498154
0.26819695346057415,4.2824116139070436e-05,0.9083173146309451,0.9370930584773057
0.328707467764616,5.000000000000003e-05,0.8874988003292035,0.9317447214212632
0.3130295481532812,4.282411613907044e-05,0.8921429602537123,0.9253164454231401
0.28948210272938013,2.5500000000000024e-05,0.9008988741099944,0.9315393725878495
0.29887649789452553,8.175883860929611e-06,0.8971331053765841,0.9427150028897476
0.27592569403350353,1e-06,0.9063808658274527,0.9442287145433866
0.2771100653335452,8.175883860929586e-06,0.9042324896928695,0.9428323227209444
0.2718752268701792,2.5499999999999956e-05,0.9062847266894106,0.9440422383104676
0.28090034890919924,4.282411613907033e-05,0.901188018904007,0.9451612449149083
0.29671628680080175,4.999999999999993e-05,0.9021666933568451,0.942337938179436
0.2783238273113966,4.282411613907035e-05,0.903870330253628,0.9489362541604313
0.2840245049446821,2.5499999999999976e-05,0.9037973742937423,0.9328853696440464
0.2835423443466425,8.175883860929601e-06,0.9025044625852574,0.9451674509263452
0.2730879159644246,1e-06,0.9059854761430912,0.94831351613686
0.2618145504966378,8.175883860929586e-06,0.9112718017990243,0.9486297932861735
0.26012002397328615,2.549999999999993e-05,0.9110662373671908,0.9493119016068058
0.2590166935697198,4.282411613907036e-05,0.9120749169767948,0.9482675919197373
0.2563711665570736,4.999999999999997e-05,0.9133331203646422,0.944946997450863
0.26274748146533966,4.282411613907039e-05,0.9114424327827212,0.9480087565420358
0.2935711247846484,2.5499999999999966e-05,0.9012937867991098,0.9122354332260395
0.31153801921755075,8.175883860929611e-06,0.8969677480580335,0.9457546304786356
0.26332835014909506,1e-06,0.9097879671843421,0.9474751861396662
0.26095120143145323,8.175883860929586e-06,0.9135354235545019,0.9473391969363485
0.26196397095918655,2.5499999999999942e-05,0.9110913431108295,0.950533771416228
0.23857285734266043,4.282411613907039e-05,0.9183630053751389,0.952041713315447
0.23722717631608248,5.000000000000001e-05,0.9197781009884352,0.9493002982335398
0.2454098416492343,4.282411613907042e-05,0.9155039563543526,0.9514452343450683
0.24714346416294575,2.549999999999999e-05,0.9164403455878639,0.9478115136448703
0.2503895228728652,8.175883860929621e-06,0.9121939070132683,0.9479262866847254
0.2436179229989648,1e-06,0.9167125711339474,0.9491335814250816
0.23829815164208412,8.175883860929586e-06,0.9182462421656776,0.9489232491909015
0.2517335135489702,2.5499999999999946e-05,0.914486741078845,0.9500191394343234
0.24589728377759457,4.28241161390704e-05,0.9147713021808721,0.9499846028946558
0.270338274538517,5.000000000000002e-05,0.9096556746647553,0.9466176176842666
0.25896380096673965,4.2824116139070504e-05,0.9121984285474785,0.9454279967728373
0.2585448855534196,2.5500000000000003e-05,0.910555436718754,0.952856765688058
0.24112170189619064,8.175883860929627e-06,0.9183847927852709,0.9490133947861155
0.23879267275333405,1e-06,0.9186790074955773,0.9536183156766748
0.2393724024295807,8.175883860929586e-06,0.9182156125004137,0.9547185948575911
