loss,lr,train_dice,val_dice
1.2365524023771286,0.0001708571247280615,0.21705877200604923,0.4214338006659687
0.8753742463886738,0.0001005,0.6845667755510905,0.754124257073556
0.7795245423913002,3.014287527193853e-05,0.7143052899356765,0.7583359543101339
0.7767064794898033,1e-06,0.7101217873662996,0.7814678497214195
0.7312562465667725,3.014287527193852e-05,0.7294104947187123,0.7782395772923513
0.7248420305550098,0.00010050000000000002,0.7389064632804541,0.7825571463891574
0.7203765138983727,0.00017085712472806155,0.7357748264425444,0.7700453726040043
0.6652839370071888,0.0002000000000000001,0.7578662387657498,0.7488035043127924
0.5922769475728273,0.00017085712472806157,0.7843476657013636,0.8173740565412181
0.5331350173801184,0.00010050000000000007,0.8095392456415443,0.832870627429206
0.499495942145586,3.014287527193862e-05,0.8281448597025826,0.8716763140424639
0.4968156907707453,1e-06,0.8223766024553985,0.8728999622241725
0.5004019476473331,3.014287527193852e-05,0.8217285097782387,0.8827314959956679
0.4993882514536381,0.0001004999999999998,0.8241613293139982,0.8817822824420675
0.5089848637580872,0.0001708571247280611,0.820759325247284,0.8639057663800376
0.45628994703292847,0.00019999999999999968,0.8373878211625658,0.8824058535275559
0.45717005990445614,0.0001708571247280612,0.8398585042726958,0.8648041564070332
0.47105769626796246,0.0001004999999999999,0.83837270827705,0.860072394780652
0.4678580090403557,3.0142875271938587e-05,0.8320916010980379,0.8969407757603711
0.45469631627202034,1e-06,0.8391550578607201,0.8955817611842328
0.45677591674029827,1.0095000000000033e-05,0.8420444704443332,0.8939401418299686
0.4435768239200115,1.018999999999998e-05,0.8443518404926333,0.8739399888824496
0.44785049371421337,1.028500000000001e-05,0.8410872047558511,0.8974631001658029
0.44959537871181965,1.0379999999999958e-05,0.8394237199272312,0.8986272377884632
0.4707187693566084,1.047499999999999e-05,0.8273066790589159,0.8932192033136768
0.48661506175994873,1.0570000000000022e-05,0.8267119521617209,0.8518506275274647
0.46468873880803585,1.066499999999997e-05,0.8375263034260988,0.8937600693094865
0.48641604743897915,1.0760000000000002e-05,0.8313312090224988,0.8820771467252592
0.46335072815418243,1.0855000000000034e-05,0.8314366515171057,0.8881801228609039
0.4828437101095915,1.094999999999998e-05,0.8301454035333313,0.8651640652137691
0.5077701490372419,1.1045000000000012e-05,0.8174777899544144,0.879406035011239
0.47006439976394176,1.113999999999996e-05,0.8321585711894565,0.8740763172196371
0.4783319439738989,1.1234999999999992e-05,0.8307874320213595,0.8766988384263731
0.477346146479249,1.1330000000000024e-05,0.8294189409423856,0.9033829931701083
0.4825514815747738,1.1424999999999971e-05,0.8282681372536009,0.8880966740126591
0.528476407751441,4.2824116139070415e-05,0.8101749816343061,0.9021555252387449
0.4645928591489792,2.5500000000000003e-05,0.8391385716814618,0.8821519245590969
0.4550863988697529,8.175883860929588e-06,0.8389140503407717,0.8949415013236927
0.46084499545395374,1e-06,0.8313849998449074,0.8926883474534123
0.43446696922183037,8.175883860929586e-06,0.8433430544970916,0.8974591522546932
0.4425317645072937,2.550000000000001e-05,0.8488357783555398,0.8889204965070543
0.4547921810299158,4.2824116139070436e-05,0.8331378849900092,0.8964864470708
0.44634751975536346,5.000000000000003e-05,0.8406116233183937,0.899438084747417
0.4192545898258686,4.282411613907044e-05,0.8527891187384666,0.9071448955546074
0.4224311765283346,2.5500000000000024e-05,0.850260579667762,0.9078674000660171
0.41115165315568447,8.175883860929611e-06,0.8525258652528815,0.9130196162746618
0.40894793160259724,1e-06,0.8525981714260862,0.9122154540264606
0.4200112335383892,8.175883860929586e-06,0.8570812653099122,0.9078482192906022
0.4000563472509384,2.5499999999999956e-05,0.8567508277637831,0.9096440888990655
0.4624945968389511,4.282411613907033e-05,0.8394863762581111,0.9135569499730422
0.37448703683912754,4.999999999999993e-05,0.8710127853099499,0.8955426879307673
0.3891539145261049,4.282411613907035e-05,0.8672695019048755,0.8938930913802744
0.41918505914509296,2.5499999999999976e-05,0.854805963295952,0.872045091276184
0.445005364716053,8.175883860929601e-06,0.8497692500307426,0.9009436260577219
0.4268542639911175,1e-06,0.8517126641024172,0.9117029597003252
